time,pos_error,Position [cnt],Actual Velocity 0x606C,Velocity [cnt/sec],Active Current [A],current_command,index,
0.612,22,22159289,-6201746,-6206546.02050781,-0.460577254004988,-0.46297901578248,612,
0.613,127,22153055,-6234397,-6235108.64257813,-0.384071092974921,-0.375887442504165,613,
0.614,192,22146852,-6210104,-6204674.68261719,-0.336056524631658,-0.337618747157592,614,
0.615,204,22140691,-6160700,-6158447.265625,-0.382739378458211,-0.39055908188584,615,
0.616,216,22134520,-6166545,-6169872.43652344,-0.420047524009817,-0.414653453511391,616,
0.617,237,22128330,-6191966,-6192760.00976563,-0.374506260482804,-0.374774053963506,617,
0.618,238,22122151,-6183199,-6181250,-0.367040152890922,-0.362978923571234,618,
0.619,182,22116018,-6138741,-6133202.51464844,-0.416126493696197,-0.42172107482736,619,
0.62,95,22109906,-6106919,-6109014.28222656,-0.528919833231669,-0.529955376467854,620,
0.621,60,22103732,-6163321,-6173006.59179688,-0.537968513682358,-0.538105614367851,621,
0.622,61,22097512,-6224579,-6224044.18945313,-0.456481837534398,-0.453332359460603,622,
0.623,9,22091336,-6181239,-6175307.6171875,-0.472563529651893,-0.485163413605619,623,
0.624,-74,22085180,-6155038,-6154994.50683594,-0.591220053587563,-0.594763898579231,624,
0.625,-141,22078998,-6173476,-6179123.53515625,-0.654515081305703,-0.653075981814482,625,
0.626,-154,22072752,-6239629,-6246859.74121094,-0.619965497312478,-0.618106504966818,626,
0.627,-137,22066467,-6286387,-6287661.1328125,-0.549439482284356,-0.551719001231845,627,
0.628,-157,22060208,-6262024,-6260005.49316406,-0.569449809684158,-0.574024796888466,628,
0.629,-173,22053935,-6266738,-6271304.32128906,-0.627584830940123,-0.628114714175013,629,
0.63,-149,22047612,-6317020,-6322829.58984375,-0.600841676887512,-0.598570537488854,630,
0.631,-100,22041254,-6359343,-6361680.29785156,-0.515738978961735,-0.527038694935527,631,
0.632,-65,22034901,-6354342,-6353223.87695313,-0.505680034754107,-0.506913025510642,632,
0.633,-23,22028530,-6363902,-6368499.14550781,-0.508679385112714,-0.511036819781054,633,
0.634,62,22022106,-6421242,-6425549.92675781,-0.42788845797503,-0.432425666793222,634,
0.635,130,22015689,-6423832,-6419613.03710938,-0.361010081677875,-0.361970138558206,635,
0.636,143,22009317,-6375222,-6371585.69335938,-0.392008391751688,-0.397571320721511,636,
0.637,146,22002946,-6366338,-6368503.41796875,-0.45325211999932,-0.445492340908288,637,
0.638,167,21996546,-6396260,-6400546.875,-0.413320365875336,-0.420586631790059,638,
0.639,193,21990131,-6417954,-6417819.21386719,-0.368272545108255,-0.368536817770121,639,
0.64,170,21983755,-6383093,-6376615.60058594,-0.379829245648921,-0.389105969535649,640,
0.641,91,21977426,-6327338,-6324655.76171875,-0.507720032396151,-0.501845968665748,641,
0.642,35,21971063,-6353920,-6360474.85351563,-0.553433816046152,-0.560662197950194,642,
0.643,19,21964650,-6414540,-6417552.49023438,-0.516213972630965,-0.508486690697794,643,
0.644,-17,21958247,-6407698,-6403775.63476563,-0.495641652128484,-0.501873747926368,644,
0.645,-97,21951878,-6371370,-6367993.77441406,-0.589373348899642,-0.589311840194569,645,
0.646,-182,21945505,-6364103,-6369879.15039063,-0.676681030038139,-0.68975988618638,646,
0.647,-178,21939032,-6460409,-6471134.64355469,-0.652136275267026,-0.649665575856716,647,
0.648,-130,21932505,-6533009,-6533989.2578125,-0.530095575473922,-0.522666471688012,648,
0.649,-121,21926007,-6501132,-6496917.72460938,-0.51509294391343,-0.521124317829447,649,
0.65,-122,21919509,-6493067,-6496231.07910156,-0.570156966147465,-0.582375721462142,650,
0.651,-90,21912969,-6536267,-6540971.6796875,-0.574731706894454,-0.55901019454393,651,
0.652,-52,21906412,-6559295,-6559210.20507813,-0.504987067190712,-0.505147757362408,652,
0.653,-20,21899851,-6557456,-6558657.83691406,-0.489106554661532,-0.497893990354555,653,
0.654,50,21893242,-6602478,-6609066.77246094,-0.447142337447815,-0.45468974074663,654,
0.655,133,21886611,-6636061,-6635012.20703125,-0.362544454526812,-0.36076344831838,655,
0.656,137,21880048,-6573991,-6564105.22460938,-0.381644509424632,-0.380606290366131,656,
0.657,89,21873527,-6516836,-6516600.95214844,-0.497250384671247,-0.503845652932114,657,
0.658,81,21866956,-6560492,-6569141.84570313,-0.519010030909953,-0.521542239025337,658,
0.659,136,21860312,-6641291,-6646185.91308594,-0.414271655916764,-0.40836639773147,659,
0.66,156,21853694,-6632928,-6622875.9765625,-0.340899974272247,-0.344280065979831,660,
0.661,58,21847183,-6516938,-6508347.77832031,-0.488358451075158,-0.497922016072494,661,
0.662,-21,21840643,-6524690,-6534423.828125,-0.629101881360384,-0.634790679603611,662,
0.663,-4,21833997,-6637764,-6647113.64746094,-0.55065117208693,-0.541479650267036,663,
0.664,3,21827351,-6661498,-6653400.26855469,-0.438373069179988,-0.439053643461079,664,
0.665,-100,21820806,-6551129,-6543409.42382813,-0.569277113520229,-0.58222957227224,665,
0.666,-178,21814225,-6563252,-6574996.94824219,-0.723371946539828,-0.725341844678837,666,
0.667,-144,21807522,-6692788,-6704636.84082031,-0.627150009813818,-0.620212729211175,667,
0.668,-90,21800789,-6744074,-6739531.25,-0.469595162499047,-0.476185536821731,668,
0.669,-105,21794116,-6676154,-6671406.25,-0.526046140897336,-0.534719466851868,669,
0.67,-112,21787424,-6681814,-6687218.62792969,-0.600985185463287,-0.610651663995213,670,
0.671,-78,21780681,-6741112,-6745750.12207031,-0.567039950023343,-0.557201620324008,671,
0.672,-24,21773908,-6770823,-6771907.95898438,-0.482143818538702,-0.485842544350987,672,
0.673,38,21767117,-6788882,-6791654.05273438,-0.44959462297561,-0.446109716491264,673,
0.674,131,21760286,-6828362,-6830373.53515625,-0.374214947932273,-0.375209403212637,674,
0.675,181,21753487,-6811269,-6803875.73242188,-0.332293403042854,-0.331168431008223,675,
0.676,143,21746766,-6724873,-6718509.52148438,-0.423620732630582,-0.430041825983608,676,
0.677,113,21740027,-6728713,-6735276.48925781,-0.513710142315404,-0.512267240339838,677,
0.678,151,21733211,-6809804,-6817586.05957031,-0.439764848866048,-0.432554845636332,678,
0.679,193,21726380,-6843280,-6837958.984375,-0.326218441389642,-0.32366919251109,679,
0.68,94,21719680,-6713301,-6699139.40429688,-0.431602957055702,-0.444110736388666,680,
0.681,-34,21712999,-6664064,-6672558.59375,-0.654313479219127,-0.664370627809149,681,
0.682,-44,21706190,-6794049,-6809049.07226563,-0.630655970794805,-0.615158945853295,682,
0.683,28,21699290,-6906262,-6907514.6484375,-0.406505644976392,-0.413572421295839,683,
0.684,-31,21692510,-6803955,-6783095.703125,-0.436511893926649,-0.440610655175135,684,
0.685,-205,21685835,-6662463,-6663817.13867188,-0.731961758671559,-0.749981168643899,685,
0.686,-260,21679031,-6783293,-6801807.25097656,-0.823141953240111,-0.807104693856331,686,
0.687,-182,21672084,-6939378,-6951259.15527344,-0.597445002123209,-0.591666070917768,687,
0.688,-112,21665136,-6966884,-6957747.80273438,-0.444332231101669,-0.441718058323772,688,
0.689,-164,21658299,-6840215,-6832016.6015625,-0.572647241310506,-0.584818782444586,689,
0.69,-191,21651427,-6855513,-6866289.67285156,-0.710910571599129,-0.709977272941956,690,
0.691,-105,21644432,-6984499,-6995776.3671875,-0.581953293618142,-0.578651258464163,691,
0.692,39,21637370,-7064882,-7066268.92089844,-0.387831679574163,-0.375887055214093,692,
0.693,129,21630351,-7027288,-7019957.88574219,-0.303255520105381,-0.319371082500084,693,
0.694,148,21623393,-6959120,-6956185.91308594,-0.399962836916188,-0.401140022694165,694,
0.695,153,21616439,-6948626,-6950541.38183594,-0.453349576264714,-0.455283421218837,695,
0.696,185,21609448,-6989688,-6993545.53222656,-0.418795556039754,-0.414002841398599,696,
0.697,224,21602441,-7010432,-7009597.16796875,-0.347145801263594,-0.348594829463934,697,
0.698,213,21595473,-6975862,-6968889.77050781,-0.365660167947965,-0.362746091821577,698,
0.699,108,21588589,-6888869,-6882366.94335938,-0.496272442031227,-0.499335096712514,699,
0.7,9,21581689,-6884858,-6894519.04296875,-0.615613553981461,-0.628921826685087,700,
0.701,13,21574676,-7002549,-7013550.41503906,-0.570646712047619,-0.55232025146455,701,
0.702,32,21567639,-7050378,-7045203.24707031,-0.427582956524589,-0.42715531786871,702,
0.703,-100,21560742,-6914012,-6896594.23828125,-0.548665219014026,-0.565911492378063,703,
0.704,-272,21553875,-6850504,-6858911.74316406,-0.830681012198283,-0.842486106507863,704,
0.705,-317,21546871,-6985470,-7001631.46972656,-0.827865765456636,-0.824753502437943,705,
0.706,-251,21539747,-7121931,-7129769.28710938,-0.633637188936405,-0.625390374975723,706,
0.707,-221,21532648,-7114681,-7105008.54492188,-0.547164047486717,-0.548390700769346,707,
0.708,-272,21525620,-7023655,-7021640.01464844,-0.680323035458969,-0.69639254554329,708,
0.709,-259,21518518,-7084903,-7098366.08886719,-0.760943167674895,-0.745699923355119,709,
0.71,-131,21511291,-7220243,-7230361.328125,-0.563578597817013,-0.561320978362687,710,
0.711,21,21504031,-7265364,-7262822.87597656,-0.384292482063358,-0.379559234052351,711,
0.712,110,21496823,-7217010,-7208996.58203125,-0.363944437720761,-0.36069820754534,712,
0.713,144,21489660,-7163443,-7160789.79492188,-0.420367707274806,-0.429845505125286,713,
0.714,186,21482479,-7174115,-7177995.60546875,-0.439499414333966,-0.439862516380572,714,
0.715,262,21475254,-7224881,-7227769.16503906,-0.364982868028392,-0.350158812399286,715,
0.716,304,21468054,-7209639,-7203167.11425781,-0.300553362064761,-0.295893593542871,716,
0.717,222,21460967,-7099720,-7086668.70117188,-0.401827955486624,-0.414656410999214,717,
0.718,104,21453906,-7046295,-7053104.85839844,-0.602382457626732,-0.605788638601894,718,
0.719,83,21446738,-7155425,-7168468.62792969,-0.570927638182582,-0.57014738952023,719,
0.72,95,21439528,-7222481,-7217518.92089844,-0.433180354310821,-0.432598046083456,720,
0.721,-32,21432446,-7097191,-7082327.88085938,-0.53393999276966,-0.548931181668934,721,
0.722,-200,21425395,-7035254,-7041936.64550781,-0.800674692831649,-0.804705467068402,722,
0.723,-263,21418229,-7151921,-7164498.90136719,-0.81364285443567,-0.8075665548713,723,
0.724,-252,21410979,-7252719,-7254860.83984375,-0.666185117004716,-0.667506128232162,724,
0.725,-269,21403748,-7235545,-7231771.24023438,-0.650123282305458,-0.655927915488405,725,
0.726,-289,21396509,-7230137,-7234910.88867188,-0.728469528884034,-0.732162234096108,726,
0.727,-242,21389193,-7308158,-7317601.92871094,-0.696387616396919,-0.688663855282584,727,
0.728,-135,21381807,-7384363,-7388674.92675781,-0.548138574932466,-0.551678300566095,728,
0.729,-17,21374400,-7407565,-7409271.24023438,-0.456240027696708,-0.452391455834743,729,
0.73,104,21366981,-7421332,-7420257.56835938,-0.379353653440489,-0.386578338484753,730,
0.731,176,21359600,-7386674,-7381387.32910156,-0.36347852776413,-0.371781428368877,731,
0.732,212,21352245,-7351761,-7352056.88476563,-0.415219495555732,-0.407656776694978,732,
0.733,264,21344864,-7378708,-7381293.33496094,-0.389407351628051,-0.382449227777897,733,
0.734,301,21337489,-7383030,-7378267.82226563,-0.334159084944304,-0.329777989233321,734,
0.735,226,21330215,-7285749,-7272611.08398438,-0.40833710451875,-0.417575838770233,735,
0.736,112,21322970,-7233576,-7238437.5,-0.598076355356966,-0.597023841773989,736,
0.737,83,21315630,-7326108,-7338763.42773438,-0.576513417266654,-0.581113683950207,737,
0.738,96,21308238,-7403629,-7401032.71484375,-0.4613176822063,-0.445813826876247,738,
0.739,-30,21300976,-7278554,-7261672.36328125,-0.538354606675966,-0.5504687936712,739,
0.74,-204,21293751,-7210744,-7217196.04492188,-0.804820316178848,-0.816061797809084,740,
0.741,-287,21286425,-7310961,-7322665.40527344,-0.850396893518791,-0.842200497683848,741,
0.742,-295,21279014,-7410475,-7414923.09570313,-0.733018145155256,-0.726480547906931,742,
0.743,-336,21271627,-7393557,-7388294.06738281,-0.715964918288023,-0.722671796506006,743,
0.744,-359,21264211,-7402887,-7412024.53613281,-0.794596703274237,-0.802881189996469,744,
0.745,-282,21256685,-7515603,-7527142.94433594,-0.730576457292159,-0.711474747609486,745,
0.746,-135,21249079,-7605804,-7609907.2265625,-0.525187272350365,-0.524745163129069,746,
0.747,3,21241472,-7609329,-7608097.53417969,-0.420805309847992,-0.422048370146399,747,
0.748,121,21233876,-7596280,-7595895.38574219,-0.405183190213222,-0.393191809379005,748,
0.749,216,21226292,-7587033,-7584711.9140625,-0.362936673745196,-0.363842897305517,749,
0.75,281,21218728,-7563622,-7563417.96875,-0.346585146072073,-0.353787262667595,750,
0.751,323,21211177,-7554088,-7552857.66601563,-0.344525431844545,-0.343042920657069,751,
0.752,318,21203663,-7520301,-7515386.96289063,-0.374591499506835,-0.364587902571316,752,
0.753,247,21196206,-7461325,-7455673.21777344,-0.447026467299906,-0.453625784502435,753,
0.754,168,21188746,-7452999,-7456979.37011719,-0.541209814711408,-0.544339435366965,754,
0.755,136,21181229,-7513908,-7519059.44824219,-0.532859594301499,-0.51959251517826,755,
0.756,73,21173733,-7503902,-7498087.76855469,-0.507327813177767,-0.511853051211915,756,
0.757,-46,21166284,-7452740,-7448071.89941406,-0.619461668136978,-0.630111159288049,757,
0.758,-161,21158820,-7453094,-7458571.77734375,-0.740948437502539,-0.749116385121283,758,
0.759,-180,21151250,-7557303,-7570018.31054688,-0.719628964034769,-0.710598627050217,759,
0.76,-163,21143634,-7624300,-7622811.27929688,-0.591281315835317,-0.592810407456,760,
0.761,-194,21136056,-7580591,-7576107.17773438,-0.619383717207938,-0.630731950065297,761,
0.762,-199,21128443,-7599865,-7608782.95898438,-0.695134064058379,-0.694176964665871,762,
0.763,-119,21120734,-7701469,-7710283.81347656,-0.590752136764195,-0.589514991441433,763,
0.764,-15,21112991,-7748351,-7747746.58203125,-0.456478316715561,-0.449165399951255,764,
0.765,49,21105278,-7717068,-7713582.76367188,-0.418491638957789,-0.431564439297631,765,
0.766,95,21097573,-7701975,-7703292.23632813,-0.44111846287592,-0.458983837024164,766,
0.767,157,21089843,-7725963,-7729537.96386719,-0.438971925255885,-0.426501114520704,767,
0.768,223,21082098,-7747160,-7745674.43847656,-0.362212265269591,-0.357559855259069,768,
0.769,243,21074389,-7714311,-7709573.36425781,-0.354061921745028,-0.356379993658777,769,
0.77,202,21066731,-7661925,-7656851.80664063,-0.425172111034499,-0.432905906482517,770,
0.771,138,21059087,-7639082,-7640402.83203125,-0.525480063644807,-0.521082525709858,771,
0.772,100,21051406,-7678258,-7682169.18945313,-0.533554251857936,-0.527488725999206,772,
0.773,59,21043718,-7689961,-7689064.94140625,-0.509854387983012,-0.513436328234491,773,
0.774,-31,21036069,-7656557,-7650582.27539063,-0.571637611300957,-0.5801169401376,774,
0.775,-138,21028427,-7631430,-7636970.21484375,-0.701117906920103,-0.70767184076783,775,
0.776,-153,21020684,-7733433,-7744789.42871094,-0.687870755631479,-0.680198680137664,776,
0.777,-128,21012890,-7798600,-7798816.52832031,-0.562512705122458,-0.565481248316246,777,
0.778,-139,21005122,-7770369,-7767895.5078125,-0.572872714548794,-0.577836505777213,778,
0.779,-137,20997331,-7782239,-7788173.828125,-0.628360256080668,-0.623032482600934,779,
0.78,-84,20989479,-7847674,-7852431.640625,-0.554618782833757,-0.560169952268666,780,
0.781,-17,20981604,-7875015,-7876071.16699219,-0.48331322330705,-0.481020747746243,781,
0.782,65,20973703,-7897166,-7900888.671875,-0.434715994654539,-0.429150777152472,782,
0.783,145,20965794,-7912633,-7910831.90917969,-0.372640156083094,-0.370189243674645,783,
0.784,164,20957936,-7866518,-7859079.58984375,-0.378814686493001,-0.383299928025167,784,
0.785,134,20950118,-7814316,-7813150.63476563,-0.480605643205422,-0.475639387403817,785,
0.786,138,20942255,-7852379,-7860499.26757813,-0.486436999403338,-0.489150846562495,786,
0.787,179,20934345,-7915205,-7914694.21386719,-0.391974239808974,-0.388511303234168,787,
0.788,136,20926509,-7849838,-7836840.20996094,-0.396048531366546,-0.407710152308539,788,
0.789,39,20918717,-7781748,-7785598.75488281,-0.583695218737489,-0.581020135793722,789,
0.79,20,20910838,-7867747,-7879106.4453125,-0.587774228192302,-0.580479760518699,790,
0.791,10,20902939,-7909262,-7904534.91210938,-0.493697420758792,-0.4874726130559,791,
0.792,-87,20895117,-7826080,-7820520.01953125,-0.571044775825271,-0.590003329014053,792,
0.793,-147,20887248,-7854336,-7864172.36328125,-0.685423716123751,-0.692897710349826,793,
0.794,-115,20879278,-7962711,-7970932.6171875,-0.60500497474527,-0.595400110542982,794,
0.795,-67,20871281,-8001429,-8000038.45214844,-0.486482734840024,-0.486051188075237,795,
0.796,-77,20863332,-7955213,-7948550.41503906,-0.523059817568424,-0.520789030251649,796,
0.797,-107,20855393,-7930218,-7934462.890625,-0.610990718849166,-0.617937716911797,797,
0.798,-52,20847359,-8020562,-8033629.15039063,-0.561489801625896,-0.565239015980296,798,
0.799,70,20839249,-8112902,-8114696.04492188,-0.376068588633302,-0.381821148905658,799,
0.8,102,20831218,-8050136,-8035538.94042969,-0.33477776323025,-0.347868801411664,800,
0.801,47,20823264,-7946833,-7946002.80761719,-0.523362748821114,-0.526171939754363,801,
0.802,51,20815241,-8008217,-8019055.78613281,-0.560894466368836,-0.557756853454521,802,
0.803,146,20807117,-8119891,-8128018.18847656,-0.388327868572787,-0.391307009431273,803,
0.804,186,20799039,-8104938,-8089291.9921875,-0.286404581884398,-0.287728726640609,804,
0.805,78,20791098,-7938284,-7932265.625,-0.47711397674891,-0.50482648264358,805,
0.806,10,20783107,-7976665,-7987514.6484375,-0.639031998806786,-0.631134590907436,806,
0.807,25,20775023,-8083077,-8088960.57128906,-0.533608965382655,-0.519418586727738,807,
0.808,-14,20766984,-8058268,-8045267.94433594,-0.467150798813634,-0.477247732656508,808,
0.809,-130,20759011,-7963874,-7965677.49023438,-0.6574188414329,-0.666938431402968,809,
0.81,-169,20750951,-8046546,-8058456.42089844,-0.712373894323946,-0.706742062929493,810,
0.811,-120,20742793,-8153305,-8160878.90625,-0.569828262500891,-0.570964994070437,811,
0.812,-92,20734646,-8164922,-8154659.42382813,-0.486790560030897,-0.481441696846332,812,
0.813,-151,20726577,-8062782,-8060844.11621094,-0.605759979136565,-0.622246565420255,813,
0.814,-134,20718421,-8137060,-8152210.08300781,-0.674085482391888,-0.662030128279412,814,
0.815,9,20710129,-8284943,-8296638.79394531,-0.47082259036182,-0.448870883455584,815,
0.816,158,20701821,-8326605,-8318455.20019531,-0.259081144075253,-0.246871613305927,816,
0.817,142,20693668,-8163811,-8148426.51367188,-0.336328120596704,-0.357765048580859,817,
0.818,99,20685533,-8122380,-8129006.95800781,-0.539224319344953,-0.542310704345198,818,
0.819,137,20677306,-8216128,-8226309.81445313,-0.472962720091573,-0.474960186242072,819,
0.82,193,20669051,-8268893,-8263601.07421875,-0.340012868758208,-0.327659301290282,820,
0.821,103,20660932,-8128986,-8116846.31347656,-0.421520352945493,-0.4460394057391,821,
0.822,14,20652803,-8115595,-8122826.53808594,-0.637724014609034,-0.621612677196936,822,
0.823,-20,20644608,-8196774,-8199984.13085938,-0.601579218017378,-0.582366532124979,823,
0.824,-112,20636461,-8159344,-8149343.26171875,-0.583643814782477,-0.598220568096508,824,
0.825,-223,20628323,-8121859,-8132224.73144531,-0.752751912235453,-0.75781653971535,825,
0.826,-239,20620080,-8232895,-8243849.48730469,-0.719351171428571,-0.725224953493466,826,
0.827,-193,20611766,-8321300,-8321864.62402344,-0.593773562656907,-0.587954036410281,827,
0.828,-231,20603525,-8250628,-8240265.50292969,-0.61083777447891,-0.621492124359975,828,
0.829,-262,20595267,-8238663,-8249403.07617188,-0.743077335820203,-0.751698412823202,829,
0.83,-158,20586864,-8387964,-8403123.77929688,-0.634831098603854,-0.624853802185044,830,
0.831,29,20578368,-8505796,-8506492.91992188,-0.384724592159159,-0.357577212895933,831,
0.832,57,20570022,-8370119,-8348502.19726563,-0.336149615081695,-0.363977674250577,832,
0.833,24,20561726,-8279324,-8285811.76757813,-0.587913018870836,-0.58733201334644,833,
0.834,83,20553328,-8385155,-8397050.17089844,-0.543337199076973,-0.53900067693246,834,
0.835,221,20544841,-8493067,-8496672.36328125,-0.330677488029664,-0.31605602031641,835,
0.836,180,20536524,-8351935,-8322749.63378906,-0.318633435745653,-0.329687539397412,836,
0.837,23,20528312,-8193310,-8197847.90039063,-0.658404952372621,-0.677370688031829,837,
0.838,-31,20519987,-8310522,-8323363.64746094,-0.714202044296599,-0.710384420432206,838,
0.839,-18,20511585,-8403270,-8406644.28710938,-0.567253522893964,-0.558077705675089,839,
0.84,-115,20503283,-8321904,-8303872.0703125,-0.571193988127561,-0.593837148645093,840,
0.841,-250,20495010,-8256856,-8264447.02148438,-0.831866331067772,-0.83683512185894,841,
0.842,-301,20486642,-8355823,-8367102.66113281,-0.849874333587081,-0.844022662264479,842,
0.843,-269,20478181,-8465577,-8469247.43652344,-0.71056862967373,-0.703012248286882,843,
0.844,-297,20469770,-8418955,-8411738.28125,-0.702005434932403,-0.702844868559396,844,
0.845,-294,20461318,-8431553,-8445525.51269531,-0.795947218963533,-0.792282539469397,845,
0.846,-141,20452707,-8595465,-8612042.23632813,-0.629898290581195,-0.621875964029527,846,
0.847,63,20444034,-8690304,-8683610.83984375,-0.355829020719057,-0.342400300803035,847,
0.848,129,20435489,-8556186,-8543437.5,-0.356944556959206,-0.366883582077264,848,
0.849,172,20426957,-8521078,-8527285.15625,-0.488564031687019,-0.487397443573741,849,
0.85,283,20418348,-8600533,-8609151.00097656,-0.402455471027849,-0.390356317929047,850,
0.851,322,20409800,-8574988,-8557036.1328125,-0.283936681525063,-0.288835108751783,851,
0.852,198,20401405,-8392596,-8386296.99707031,-0.491540954429638,-0.520053636821274,852,
0.853,124,20392950,-8440165,-8451254.27246094,-0.659518587370599,-0.649768806265001,853,
0.854,97,20384438,-8519086,-8520146.484375,-0.56115275363868,-0.555484411352893,854,
0.855,-52,20376039,-8416465,-8400470.58105469,-0.617485855022323,-0.63442381028085,855,
0.856,-229,20367657,-8360723,-8371950.07324219,-0.893193573138205,-0.893333772144274,856,
0.857,-292,20359151,-8491451,-8505537.109375,-0.881473612228092,-0.878569007104375,857,
0.858,-256,20350536,-8619971,-8622785.03417969,-0.724615006838235,-0.704806316733197,858,
0.859,-311,20342003,-8543845,-8533513.79394531,-0.715590303163822,-0.729642384054841,859,
0.86,-319,20333412,-8568903,-8583652.34375,-0.837238466864846,-0.842031709628827,860,
0.861,-169,20324653,-8743810,-8761884.765625,-0.671313260056422,-0.653627553293404,861,
0.862,20,20315845,-8828205,-8820858.15429688,-0.398038639005676,-0.378970729183834,862,
0.863,72,20307164,-8686983,-8675869.140625,-0.414970327206674,-0.434011443597171,863,
0.864,127,20298471,-8679577,-8687778.93066406,-0.538971242886987,-0.534132370310886,864,
0.865,260,20289689,-8775989,-8784503.78417969,-0.413811696143966,-0.398999329633398,865,
0.866,352,20280938,-8777726,-8761074.21875,-0.259276373479736,-0.249597871351483,866,
0.867,252,20272369,-8574016,-8562056.27441406,-0.437640985319319,-0.454604818596295,867,
0.868,166,20263776,-8575722,-8585634.15527344,-0.654628381255861,-0.641080692871355,868,
0.869,145,20255109,-8662261,-8667720.94726563,-0.563893077355488,-0.568070880986852,869,
0.87,36,20246519,-8614404,-8594927.97851563,-0.555894903621038,-0.567655389155959,870,
0.871,-152,20237998,-8504265,-8510029.296875,-0.818477361196415,-0.832837795401133,871,
0.872,-240,20229367,-8618117,-8630565.18554688,-0.883784536879602,-0.875392031435467,872,
0.873,-214,20220613,-8748119,-8759083.25195313,-0.739295976389826,-0.725794903646715,873,
0.874,-234,20211894,-8732028,-8722637.32910156,-0.654198137194044,-0.66829507331704,874,
0.875,-256,20203167,-8710284,-8719606.93359375,-0.762442191502714,-0.778712247427961,875,
0.876,-162,20194314,-8838502,-8853275.14648438,-0.700322483528566,-0.684637306028435,876,
0.877,12,20185371,-8947761,-8950330.81054688,-0.46210764832864,-0.445992438015821,877,
0.878,122,20176483,-8897961,-8888782.34863281,-0.355963586414987,-0.369928843913499,878,
0.879,174,20167642,-8838505,-8838397.21679688,-0.452699281025616,-0.445139942150945,879,
0.88,240,20158777,-8860558,-8863803.7109375,-0.443685280640466,-0.4363704274258,880,
0.881,298,20149910,-8876957,-8872276.00097656,-0.363000048484253,-0.36058216135649,881,
0.882,250,20141139,-8780405,-8769790.64941406,-0.426407707196972,-0.431547644991781,882,
0.883,176,20132385,-8744329,-8747861.328125,-0.581810101916062,-0.571227964029333,883,
0.884,132,20123590,-8793425,-8798280.02929688,-0.567031781723642,-0.574085178931512,884,
0.885,39,20114834,-8768500,-8758585.81542969,-0.583202620974077,-0.585811794189226,885,
0.886,-90,20106104,-8715882,-8721394.65332031,-0.741697949416448,-0.746495417163032,886,
0.887,-127,20097273,-8820525,-8830559.69238281,-0.739896980165213,-0.736247440192074,887,
0.888,-123,20088390,-8887851,-8888182.37304688,-0.643135020246064,-0.633675425028969,888,
0.889,-142,20079520,-8871050,-8870042.72460938,-0.637622967108427,-0.639514069321876,889,
0.89,-141,20070620,-8891241,-8897922.97363281,-0.667131653940714,-0.673436736313079,890,
0.891,-77,20061647,-8963201,-8973130.49316406,-0.595608613434479,-0.601961156444759,891,
0.892,49,20052603,-9044913,-9046994.62890625,-0.458723507679395,-0.44650038654936,892,
0.893,129,20043594,-9018179,-9011055.29785156,-0.378139217399223,-0.383858153851691,893,
0.894,145,20034639,-8956379,-8952359.61914063,-0.445615604775753,-0.453029463416101,894,
0.895,172,20025663,-8966904,-8972576.29394531,-0.482560437031623,-0.4847631317121,895,
0.896,226,20016650,-9016651,-9016622.31445313,-0.401251104528455,-0.401820420934314,896,
0.897,193,20007715,-8950649,-8936538.69628906,-0.402654608541241,-0.415285158827032,897,
0.898,81,19998848,-8860013,-8860693.359375,-0.596353055369264,-0.60594116047389,898,
0.899,36,19989904,-8934630,-8943992.91992188,-0.649383839933421,-0.638262347809132,899,
0.9,20,19980921,-8990138,-8988497.92480469,-0.548655395929472,-0.549444869137176,900,
0.901,-66,19971999,-8927177,-8922088.62304688,-0.602581454307369,-0.61748247503624,901,
0.902,-132,19963046,-8941246,-8949066.77246094,-0.717973686266987,-0.718620179021741,902,
0.903,-111,19953996,-9040455,-9050383.91113281,-0.649887105777907,-0.64822957468607,903,
0.904,-68,19944914,-9091269,-9087872.92480469,-0.540659686768208,-0.529231003200437,904,
0.905,-100,19935897,-9019457,-9014194.94628906,-0.589681526172399,-0.591892037070693,905,
0.906,-83,19926822,-9058378,-9070587.15820313,-0.641595154919742,-0.649681067459596,906,
0.907,41,19917629,-9186877,-9196366.57714844,-0.488572129570343,-0.480098715709346,907,
0.908,138,19908453,-9198621,-9185434.5703125,-0.31756490243697,-0.323348410706899,908,
0.909,94,19899408,-9047042,-9039163.81835938,-0.446721458764102,-0.475398492979025,909,
0.91,77,19890326,-9067041,-9077426.7578125,-0.590584052872941,-0.588553772690886,910,
0.911,154,19881141,-9178690,-9189148.55957031,-0.476443014303243,-0.456564365527925,911,
0.912,160,19872016,-9152653,-9133050.53710938,-0.351581011960093,-0.360374538669703,912,
0.913,43,19863004,-9002842,-9002990.11230469,-0.571643244611096,-0.590567188150715,913,
0.914,-23,19853931,-9059395,-9068262.32910156,-0.68462815189946,-0.683218275204581,914,
0.915,-25,19844785,-9148646,-9150195.3125,-0.597459859978699,-0.584899021905869,915,
0.916,-60,19835661,-9128193,-9124625.85449219,-0.568436271565702,-0.571350171651147,916,
0.917,-99,19826531,-9122137,-9127088.62304688,-0.655091509765612,-0.644764384787209,917,
0.918,-86,19817339,-9187455,-9194421.38671875,-0.624876617091104,-0.614143612117232,918,
