time,pos_error,Position [cnt],Actual Velocity 0x606C,Velocity [cnt/sec],Active Current [A],current_command,index,
0.306,54,23564955,-3062585,-3062381.59179688,-0.36397482238732,-0.36601855209733,306,
0.307,31,23561909,-3049624,-3047610.47363281,-0.382797014262565,-0.387697289919174,307,
0.308,-17,23558879,-3028525,-3028027.64892578,-0.439798719143255,-0.447887307505425,308,
0.309,-52,23555825,-3047779,-3053042.90771484,-0.480040622198544,-0.482190715845604,309,
0.31,-51,23552725,-3096925,-3100930.48095703,-0.452761071396196,-0.448004656397245,310,
0.311,-42,23549607,-3119157,-3118731.99462891,-0.414135998766994,-0.411786274691906,311,
0.312,-30,23546477,-3127874,-3129780.88378906,-0.402952997937632,-0.409025178143963,312,
0.313,-11,23543329,-3147796,-3148886.10839844,-0.389073507585977,-0.394914862909388,313,
0.314,-13,23540192,-3141310,-3139120.78857422,-0.395437317216533,-0.397456647652007,314,
0.315,-46,23537076,-3118079,-3115516.96777344,-0.447749713905296,-0.448487607117045,315,
0.316,-101,23533972,-3102558,-3102344.97070313,-0.514139611797077,-0.51568937062433,316,
0.317,-178,23530881,-3094330,-3091544.79980469,-0.577807811103696,-0.578888139155481,317,
0.318,-276,23527800,-3077613,-3078324.58496094,-0.65976314344698,-0.668439708554843,318,
0.319,-327,23524662,-3127303,-3135865.78369141,-0.705124598756015,-0.703168079728584,319,
0.32,-300,23521436,-3221206,-3227911.98730469,-0.622587239850873,-0.620755991557644,320,
0.321,-246,23518174,-3263073,-3265047.91259766,-0.531643221809873,-0.53371328724478,321,
0.322,-178,23514887,-3282750,-3286770.93505859,-0.497043571772792,-0.499596763968441,322,
0.323,-91,23511571,-3316893,-3318168.02978516,-0.451334048313583,-0.441654894833846,323,
0.324,-42,23508283,-3294558,-3289243.77441406,-0.422519596539473,-0.422626382974784,324,
0.325,-35,23505027,-3256719,-3254633.48388672,-0.467331839318206,-0.47848378652543,325,
0.326,-36,23501770,-3254680,-3256417.23632813,-0.51270427958201,-0.517480375958257,326,
0.327,-51,23498516,-3257873,-3255433.34960938,-0.528976377582183,-0.524762520765933,327,
0.328,-106,23495292,-3224359,-3222145.69091797,-0.578930072107823,-0.588188945443051,328,
0.329,-146,23492043,-3242178,-3248405.15136719,-0.638888560647388,-0.641129350587676,329,
0.33,-122,23488720,-3314598,-3322846.98486328,-0.591021197739678,-0.588404349139466,330,
0.331,-52,23485342,-3377316,-3380411.98730469,-0.487408498944887,-0.480352109041007,331,
0.332,20,23481951,-3391811,-3392039.18457031,-0.407060596441397,-0.415775010351751,332,
0.333,91,23478551,-3397363,-3398786.31591797,-0.381884347603773,-0.388237524361443,333,
0.334,158,23475145,-3407278,-3408546.75292969,-0.349894786194739,-0.351498906464826,334,
0.335,215,23471740,-3406292,-3404720.76416016,-0.323597226974073,-0.320645055587875,335,
0.336,238,23468358,-3385252,-3381947.93701172,-0.327720457913472,-0.322425744922612,336,
0.337,218,23465009,-3350540,-3347956.54296875,-0.367751992043281,-0.370013378773763,337,
0.338,182,23461666,-3341568,-3341668.09082031,-0.410921315128348,-0.415347406904061,338,
0.339,143,23458316,-3349027,-3351059.5703125,-0.436929181375149,-0.43616523410401,339,
0.34,122,23454939,-3373488,-3376389.46533203,-0.431006565552991,-0.431329952763122,340,
0.341,115,23451537,-3401653,-3403248.90136719,-0.407170234739965,-0.407194211516241,341,
0.342,113,23448120,-3415355,-3416665.95458984,-0.38811679548354,-0.392190946208359,342,
0.343,107,23444697,-3424422,-3424946.89941406,-0.391947446377628,-0.387003160485563,343,
0.344,91,23441274,-3421765,-3421950.37841797,-0.407254663975664,-0.402940851112646,344,
0.345,87,23437830,-3441703,-3443876.64794922,-0.408137051592462,-0.403835737636314,345,
0.346,84,23434374,-3457716,-3457605.59082031,-0.382373917462985,-0.387409639020234,346,
0.347,42,23430947,-3431309,-3426758.42285156,-0.412939307652664,-0.420632930557758,347,
0.348,-20,23427530,-3412635,-3415960.99853516,-0.494257759076618,-0.50183667370402,348,
0.349,-36,23424058,-3463109,-3470124.51171875,-0.506645408070881,-0.501425970186745,349,
0.35,-22,23420545,-3514605,-3516247.55859375,-0.43997602757986,-0.433226406621202,350,
0.351,-22,23417036,-3510789,-3510385.43701172,-0.417821099010382,-0.42115890568374,351,
0.352,-22,23413517,-3515602,-3518058.16650391,-0.434652408666352,-0.444140733765153,352,
0.353,-21,23409987,-3531528,-3531510.31494141,-0.435006180543041,-0.43945043974395,353,
0.354,-56,23406484,-3507813,-3503519.89746094,-0.465467213662407,-0.472473044607796,354,
0.355,-130,23403009,-3474918,-3473400.87890625,-0.562495241861029,-0.564311702715145,355,
0.356,-225,23399545,-3464564,-3463702.08740234,-0.647564984922496,-0.653985127654437,356,
0.357,-323,23396074,-3466533,-3469472.35107422,-0.725515068965592,-0.731907819726985,357,
0.358,-366,23392539,-3522433,-3531216.43066406,-0.745896314629817,-0.749126384246779,358,
0.359,-334,23388918,-3616471,-3624870.30029297,-0.670482487643767,-0.662564025247775,359,
0.36,-270,23385255,-3662856,-3664824.52392578,-0.571192967090099,-0.570680547116638,360,
0.361,-186,23381562,-3690539,-3693129.57763672,-0.521375211379734,-0.52115762477564,361,
0.362,-108,23377865,-3701801,-3700093.99414063,-0.469076686717187,-0.476271585634095,362,
0.363,-69,23374198,-3669844,-3666399.53613281,-0.486968467006704,-0.491197604176705,363,
0.364,-62,23370552,-3646726,-3645781.86035156,-0.538499523579276,-0.538303273137331,364,
0.365,-80,23366921,-3631778,-3630262.14599609,-0.581687119714104,-0.579868616785063,365,
0.366,-110,23363292,-3626443,-3627701.11083984,-0.623613840207213,-0.622555904563228,366,
0.367,-116,23359629,-3656533,-3661360.16845703,-0.624691985351319,-0.626916790774089,367,
0.368,-79,23355914,-3710690,-3715421.44775391,-0.567517056183874,-0.570512287184442,368,
0.369,-16,23352162,-3750720,-3753070.06835938,-0.487853636070383,-0.496116293715829,369,
0.37,59,23348388,-3773312,-3775962.52441406,-0.42744641917011,-0.436535624245607,370,
0.371,126,23344612,-3777286,-3776998.59619141,-0.404228942683972,-0.39658672373389,371,
0.372,184,23340836,-3775499,-3775402.22167969,-0.381105648101709,-0.376792539402459,372,
0.373,221,23337070,-3769612,-3767437.13378906,-0.367176443788082,-0.36296522758596,373,
0.374,215,23333337,-3736120,-3732922.66845703,-0.38756948419541,-0.389696481270903,374,
0.375,189,23329614,-3721381,-3721145.93505859,-0.430743842051413,-0.437321506218098,375,
0.376,169,23325875,-3736752,-3739655.15136719,-0.443330100436242,-0.447738306452266,376,
0.377,162,23322114,-3758914,-3760224.609375,-0.427329880066623,-0.426727221506383,377,
0.378,152,23318345,-3767574,-3767683.10546875,-0.421167602106266,-0.416778619761089,378,
0.379,138,23314570,-3774333,-3775302.734375,-0.433350797150695,-0.423171722604366,379,
0.38,120,23310789,-3780287,-3781135.25390625,-0.441635671162999,-0.43024589264337,380,
0.381,106,23306994,-3793232,-3795111.99951172,-0.436029752995182,-0.433030789926647,381,
0.382,95,23303187,-3806158,-3807200.62255859,-0.428183608218092,-0.430678566070185,382,
0.383,60,23299393,-3797772,-3794677.12402344,-0.438765640480256,-0.44944196027086,383,
0.384,9,23295605,-3785265,-3786510.00976563,-0.495160215360784,-0.506631500836477,384,
0.385,-11,23291776,-3821599,-3827363.58642578,-0.517616561230852,-0.514900319914886,385,
0.386,5,23287902,-3872406,-3875897.21679688,-0.468293198901506,-0.458718367283893,386,
0.387,24,23284014,-3889700,-3889523.92578125,-0.417551861993957,-0.418575575278851,387,
0.388,15,23280144,-3873565,-3870918.27392578,-0.439695136653086,-0.43690397231228,388,
0.389,-21,23276291,-3854291,-3853301.39160156,-0.486707855996428,-0.49375688738894,389,
0.39,-91,23272462,-3831759,-3828814.69726563,-0.555367625792087,-0.563515504743464,390,
0.391,-199,23268662,-3802415,-3799009.70458984,-0.659483167933104,-0.665153235420121,391,
0.392,-320,23264864,-3793514,-3795007.01904297,-0.766440081291535,-0.774286718983262,392,
0.393,-387,23261002,-3850033,-3859244.38476563,-0.802495801166629,-0.809667286638273,393,
0.394,-374,23257050,-3948433,-3956033.32519531,-0.725978056642589,-0.726196488243204,394,
0.395,-327,23253054,-3993154,-3995843.81103516,-0.641114844814069,-0.646510710930102,395,
0.396,-252,23249021,-4031708,-4035073.85253906,-0.600856112244742,-0.594091210932334,396,
0.397,-181,23244981,-4041740,-4040616.45507813,-0.559925466608661,-0.554031087753572,397,
0.398,-136,23240957,-4025971,-4023851.92871094,-0.556357644840716,-0.558642937931097,398,
0.399,-102,23236934,-4020392,-4020541.68701172,-0.581523648095526,-0.576773112864032,399,
0.4,-75,23232909,-4024080,-4025343.62792969,-0.566978159652763,-0.576638934458174,400,
0.401,-53,23228878,-4030063,-4031660.76660156,-0.568806239209039,-0.571850726465129,401,
0.402,-16,23224822,-4052089,-4055005.49316406,-0.551039694445535,-0.553227320021392,402,
0.403,48,23220729,-4090206,-4094221.19140625,-0.496497281522124,-0.495436212349375,403,
0.404,126,23216612,-4118433,-4118213.50097656,-0.42207224129811,-0.420961598996143,404,
0.405,181,23212509,-4105969,-4103718.56689453,-0.389624867815769,-0.391438476806627,405,
0.406,218,23208413,-4093867,-4094617.61474609,-0.397029290661635,-0.398865538517612,406,
0.407,254,23204308,-4105384,-4106094.36035156,-0.380435460236185,-0.378346171130431,407,
0.408,261,23200222,-4090948,-4087417.60253906,-0.375885013139168,-0.370194313653769,408,
0.409,233,23196162,-4061067,-4059375.61035156,-0.415713818520373,-0.416076603693284,409,
0.41,206,23192090,-4066577,-4069412.84179688,-0.449722006201114,-0.449088117977794,410,
0.411,202,23187985,-4102262,-4105239.2578125,-0.427213974710526,-0.42146377338679,411,
0.412,200,23183868,-4120755,-4120028.99169922,-0.388693681649897,-0.385509805176071,412,
0.413,157,23179782,-4088962,-4085638.73291016,-0.423406702053512,-0.421401877391645,413,
0.414,110,23175691,-4085204,-4088409.72900391,-0.479239389455927,-0.484813197755955,414,
0.415,98,23171554,-4133328,-4138193.359375,-0.459707541336002,-0.465027040891471,415,
0.416,87,23167406,-4154555,-4151637.87841797,-0.424493226746449,-0.422062699879064,416,
0.417,25,23163299,-4106251,-4104187.92724609,-0.478964026214726,-0.490578644225252,417,
0.418,-11,23159156,-4134257,-4140858.76464844,-0.541425147991447,-0.541933906313318,418,
0.419,10,23154947,-4205450,-4211795.34912109,-0.474025162383668,-0.475377790564266,419,
0.42,29,23150729,-4226254,-4222001.64794922,-0.4034560173248,-0.40753594219251,420,
0.421,-13,23146562,-4167773,-4164702.75878906,-0.474552933127256,-0.480098715709346,421,
0.422,-46,23142376,-4178818,-4184633.7890625,-0.541550700391156,-0.547207071892899,422,
0.423,-60,23138162,-4218800,-4218171.69189453,-0.521028093850646,-0.51985562596991,423,
0.424,-144,23134007,-4161803,-4154465.33203125,-0.57339449990036,-0.58575658774987,424,
0.425,-234,23129848,-4147175,-4154301.45263672,-0.707313421410277,-0.715627201345228,425,
0.426,-230,23125585,-4249727,-4260945.12939453,-0.680009682582522,-0.675022794782535,426,
0.427,-157,23121243,-4340664,-4345533.44726563,-0.529274766978574,-0.527754195739476,427,
0.428,-102,23116910,-4340404,-4336888.73291016,-0.460427091081613,-0.464735974798259,428,
0.429,-87,23112606,-4303435,-4301947.63183594,-0.509334046167169,-0.517050800852019,429,
0.43,-75,23108295,-4307905,-4310694.58007813,-0.555073074088227,-0.550281169235404,430,
0.431,-53,23103964,-4332036,-4332530.21240234,-0.531969179217754,-0.525591075062721,431,
0.432,-59,23099651,-4315381,-4313046.875,-0.531186289941274,-0.537000358918704,432,
0.433,-55,23095319,-4323995,-4327678.22265625,-0.567761119345619,-0.564895278437291,433,
0.434,-10,23090935,-4379834,-4385586.54785156,-0.512208900371718,-0.513111180614942,434,
0.435,61,23086515,-4421532,-4423758.54492188,-0.419044125849609,-0.422274301091136,435,
0.436,104,23082113,-4406112,-4402993.46923828,-0.393462349098399,-0.393085022943694,436,
0.437,123,23077726,-4383772,-4385386.96289063,-0.429661155051008,-0.428499038377652,437,
0.438,156,23073314,-4408463,-4411026.61132813,-0.419410396633168,-0.413495702653393,438,
0.439,178,23068903,-4417244,-4415396.42333984,-0.379995956420828,-0.376477109242899,439,
0.44,161,23064521,-4384736,-4381601.25732422,-0.398770018702578,-0.40621091723159,440,
0.441,135,23060138,-4377695,-4380073.54736328,-0.451452805532938,-0.455512063194078,441,
0.442,135,23055720,-4413113,-4417423.09570313,-0.440006130580912,-0.439497900381866,442,
0.443,145,23051281,-4441644,-4441082.15332031,-0.39855338271957,-0.391771229394863,443,
0.444,111,23046876,-4410353,-4406020.5078125,-0.4151291161362,-0.417184605381124,444,
0.445,62,23042476,-4393675,-4396760.86425781,-0.486485093788644,-0.493104268409411,445,
0.446,47,23038032,-4438921,-4444337.46337891,-0.485785823959532,-0.486180296501971,446,
0.447,32,23033579,-4458839,-4457087.09716797,-0.44877751134004,-0.451344329104586,447,
0.448,-16,23029148,-4429606,-4429532.16552734,-0.495692316711541,-0.503279751720527,448,
0.449,-39,23024682,-4457352,-4463913.57421875,-0.536228525013371,-0.537706599969113,449,
0.45,-14,23020158,-4523554,-4527459.41162109,-0.467870066893738,-0.470611904562645,450,
0.451,-17,23015653,-4515032,-4508301.69677734,-0.435368508009503,-0.43939403622619,451,
0.452,-70,23011187,-4461773,-4461670.53222656,-0.524982114236764,-0.538257291243326,452,
0.453,-108,23006696,-4489275,-4492082.51953125,-0.588985671537557,-0.586058145883214,453,
0.454,-164,23002213,-4484898,-4483023.07128906,-0.599156472159621,-0.606007844782653,454,
0.455,-214,22997714,-4489694,-4495063.78173828,-0.654607890090233,-0.663785960633163,455,
0.456,-188,22993130,-4575984,-4584650.57373047,-0.613142220823761,-0.61420825435107,456,
0.457,-107,22988480,-4650696,-4653753.96728516,-0.4917816376053,-0.48701529389723,457,
0.458,-64,22983858,-4630478,-4623811.95068359,-0.442348672185574,-0.445864174585608,458,
0.459,-67,22979272,-4584487,-4583455.20019531,-0.513185188226885,-0.526022445786566,459,
0.46,-43,22974650,-4615238,-4620815.73486328,-0.545714103873479,-0.540546668483557,460,
0.461,3,22969995,-4655187,-4655939.02587891,-0.474498149186161,-0.471800673834593,461,
0.462,19,22965360,-4640297,-4636546.63085938,-0.457524387200067,-0.45708917878369,462,
0.463,9,22960741,-4615178,-4616009.21630859,-0.507752107055751,-0.510070143761311,463,
0.464,29,22956082,-4651296,-4656966.55273438,-0.51191086305721,-0.506170590442593,464,
0.465,85,22951378,-4702986,-4706573.48632813,-0.4330675472753,-0.425351320713276,465,
0.466,132,22946672,-4709813,-4708425.90332031,-0.368074146966819,-0.370416829404235,466,
0.467,150,22941985,-4687497,-4685015.25878906,-0.378896369490008,-0.384162282182785,467,
0.468,147,22937309,-4676395,-4675442.50488281,-0.418128677743937,-0.41429693539601,468,
0.469,139,22932628,-4679906,-4679944.45800781,-0.422840871258302,-0.42595021199736,469,
0.47,117,22927952,-4676923,-4677643.73779297,-0.43608168507302,-0.437906138185895,470,
0.471,86,22923274,-4675918,-4676716.30859375,-0.457561919128864,-0.464703618473152,471,
0.472,58,22918583,-4689922,-4691163.33007813,-0.474852766059371,-0.47767681484811,472,
0.473,42,22913870,-4710013,-4713196.71630859,-0.478687149021425,-0.475452678380918,473,
0.474,41,22909133,-4737173,-4738781.43310547,-0.457974840762006,-0.455698384926905,474,
0.475,31,22904394,-4740505,-4739263.30566406,-0.452734982128618,-0.450286287836036,475,
0.476,-11,22899677,-4718887,-4717064.81933594,-0.495076525497041,-0.497572504386596,476,
0.477,-47,22894944,-4727112,-4731153.56445313,-0.548891325999705,-0.544792705583973,477,
0.478,-49,22890167,-4774083,-4778876.64794922,-0.519765739465015,-0.519143329111103,478,
0.479,-44,22885374,-4794388,-4793986.51123047,-0.48835172631118,-0.48408209972456,479,
0.48,-54,22880585,-4786935,-4787836.30371094,-0.490958470161331,-0.502576820239824,480,
0.481,-77,22875799,-4789344,-4787210.08300781,-0.524640806058756,-0.530540219684781,481,
0.482,-140,22871043,-4758208,-4754756.16455078,-0.582623833565549,-0.596078994831032,482,
0.483,-191,22866265,-4766807,-4774125.67138672,-0.661540241546504,-0.667665198827194,483,
0.484,-157,22861393,-4862088,-4871983.33740234,-0.606514772278729,-0.599575731266668,484,
0.485,-73,22856460,-4935073,-4937598.87695313,-0.468391711412551,-0.460534687305255,485,
0.486,-30,22851558,-4908744,-4902967.83447266,-0.426445344750334,-0.428311695607363,486,
0.487,-24,22846683,-4871933,-4871101.07421875,-0.495645806694711,-0.497875400431099,487,
0.488,1,22841780,-4898492,-4902148.4375,-0.510604322395181,-0.504693078817866,488,
0.489,45,22836847,-4933960,-4935855.71289063,-0.436501683552024,-0.446333218071004,489,
0.49,58,22831935,-4918749,-4914867.55371094,-0.433044133830037,-0.429774595833919,490,
0.491,28,22827056,-4876407,-4876663.81835938,-0.489938242487085,-0.502779830653935,491,
0.492,34,22822131,-4914159,-4922150.57373047,-0.514311709421804,-0.51744048508084,492,
0.493,91,22817146,-4982708,-4987628.47900391,-0.429516062106757,-0.420936108267767,493,
0.494,139,22812159,-4996233,-4991584.47265625,-0.352468610388769,-0.345556926139068,494,
0.495,117,22807232,-4931906,-4926052.55126953,-0.402541202966518,-0.40464475138856,495,
0.496,73,22802317,-4909329,-4910958.55712891,-0.497311611710813,-0.498843660819318,496,
0.497,56,22797365,-4946209,-4951506.65283203,-0.498850033501412,-0.50021107643903,497,
0.498,58,22792385,-4981289,-4982669.06738281,-0.453846434218917,-0.453520300770094,498,
0.499,47,22787407,-4980804,-4978877.25830078,-0.452809377030633,-0.44787192152711,499,
0.5,24,22782431,-4973194,-4974926.45263672,-0.486628179866159,-0.486135793351878,500,
0.501,30,22777416,-5012319,-5015516.35742188,-0.471412397933307,-0.4730325379291,501,
0.502,14,22772414,-5010651,-5005264.28222656,-0.452087151462706,-0.455198604693066,502,
0.503,-54,22767453,-4959731,-4958019.40917969,-0.542793514232244,-0.547684776592632,503,
0.504,-84,22762444,-4994662,-5004534.30175781,-0.593032571124581,-0.598268028734424,504,
0.505,-35,22757346,-5094792,-5101354.06494141,-0.489872860881292,-0.48747454950626,505,
0.506,-14,22752266,-5090675,-5082749.0234375,-0.413955627218002,-0.418791014183455,506,
0.507,-43,22747227,-5035532,-5035942.68798828,-0.50675997551582,-0.511869599060446,507,
0.508,-79,22742184,-5043726,-5043688.35449219,-0.576297379822847,-0.567607822893478,508,
0.509,-131,22737147,-5038332,-5037958.37402344,-0.605713433911546,-0.604290459770596,509,
0.51,-161,22732078,-5060499,-5066215.20996094,-0.62920553426693,-0.632406029005665,510,
0.511,-116,22726924,-5145647,-5154562.37792969,-0.557566306739091,-0.561479520834894,511,
0.512,-41,22721731,-5200157,-5198771.97265625,-0.440715716409215,-0.441323057658508,512,
0.513,-28,22716589,-5147959,-5141354.37011719,-0.450297026333487,-0.45637779733778,513,
0.514,-41,22711463,-5121159,-5122315.67382813,-0.540240568493914,-0.542140860044526,514,
0.515,-44,22706317,-5144029,-5146256.71386719,-0.551344280483079,-0.552804293638189,515,
0.516,-39,22701154,-5163286,-5164379.27246094,-0.525826124928244,-0.5305023356741,516,
0.517,-28,22695974,-5175346,-5178482.66601563,-0.519315145070323,-0.524191972073481,517,
0.518,23,22690744,-5223247,-5229047.24121094,-0.468876809831841,-0.477106266155658,518,
0.519,108,22685470,-5272201,-5275675.65917969,-0.393208850142173,-0.380662130552878,519,
0.52,174,22680205,-5272455,-5268952.02636719,-0.324589499346757,-0.321240848551383,520,
0.521,172,22674999,-5213073,-5205825.80566406,-0.365448883609588,-0.3681649840928,521,
0.522,122,22669830,-5166989,-5165559.08203125,-0.462672141212693,-0.47109474965788,522,
0.523,88,22664635,-5188221,-5193571.16699219,-0.510375539587187,-0.508856940006638,523,
0.524,101,22659383,-5248984,-5253949.58496094,-0.453010767868079,-0.446839406195124,524,
0.525,112,22654124,-5261406,-5259918.82324219,-0.388973868412904,-0.396627072317756,525,
0.526,89,22648888,-5236209,-5234691.77246094,-0.430344193905285,-0.43364179282753,526,
0.527,64,22643644,-5241554,-5243292.84667969,-0.464442373715485,-0.47184940196729,527,
0.528,24,22638405,-5242282,-5240085.44921875,-0.488171319553999,-0.488822776663312,528,
0.529,-29,22633169,-5229944,-5232233.88671875,-0.544958008028345,-0.54136543490398,529,
0.53,-24,22627866,-5293902,-5302324.82910156,-0.52374415912567,-0.523681347717627,530,
0.531,16,22622517,-5353474,-5354013.06152344,-0.434951220561004,-0.426633990223593,531,
0.532,-11,22617225,-5301211,-5293180.54199219,-0.431517964488989,-0.446281673283238,532,
0.533,-98,22611983,-5244074,-5240921.02050781,-0.584523808242466,-0.586350514679395,533,
0.534,-201,22606747,-5229497,-5232655.02929688,-0.69814626540574,-0.70243546774509,534,
0.535,-249,22601447,-5290088,-5298560.79101563,-0.71268774011503,-0.714752911611754,535,
0.536,-212,22596051,-5389521,-5398209.83886719,-0.613362272001041,-0.613958417046433,536,
0.537,-151,22590621,-5433396,-5431719.97070313,-0.50534946507355,-0.509322110591313,537,
0.538,-128,22585219,-5404368,-5401879.8828125,-0.516608339548839,-0.521898757140718,538,
0.539,-111,22579814,-5400031,-5402301.63574219,-0.567273873226839,-0.564767789587222,539,
0.54,-85,22574389,-5423508,-5425719.60449219,-0.547827264130945,-0.550413305566337,540,
0.541,-65,22568960,-5430550,-5431165.16113281,-0.538070828677746,-0.532916068235636,541,
0.542,-26,22563502,-5451176,-5455852.66113281,-0.508114223273083,-0.518502645707429,542,
0.543,62,22557985,-5510705,-5517059.32617188,-0.437109658548707,-0.436116294722183,543,
0.544,157,22552452,-5538462,-5536995.84960938,-0.333590789575908,-0.334446841467809,544,
0.545,185,22546975,-5485606,-5477304.6875,-0.335947167998597,-0.341864326551558,545,
0.546,151,22541550,-5425119,-5422683.10546875,-0.443331720012907,-0.44657897122579,546,
0.547,128,22536104,-5438430,-5443419.79980469,-0.495381780490163,-0.492211423960669,547,
0.548,156,22530597,-5499364,-5505297.8515625,-0.423973729927127,-0.426215118406617,548,
0.549,193,22525072,-5531276,-5529838.25683594,-0.348764638556418,-0.34397692347801,549,
0.55,185,22519581,-5494904,-5490443.72558594,-0.359590452314819,-0.362761477799893,550,
0.551,155,22514102,-5478073,-5478225.09765625,-0.426708666791114,-0.424517872478305,551,
0.552,96,22508642,-5462567,-5459708.86230469,-0.465653042480596,-0.46887769003655,552,
0.553,24,22503186,-5450481,-5453654.17480469,-0.536096318266061,-0.538218491819748,553,
0.554,12,22497659,-5516347,-5526005.859375,-0.525401091678305,-0.522457968796516,554,
0.555,45,22492077,-5588111,-5588164.67285156,-0.430047388877369,-0.414970820121312,555,
0.556,-4,22486567,-5520154,-5509794.921875,-0.428189171111853,-0.447341791834901,556,
0.557,-115,22481109,-5458857,-5456177.36816406,-0.618121292405931,-0.617464025945537,557,
0.558,-228,22475644,-5458033,-5461774.29199219,-0.730482310596472,-0.730104667568071,558,
0.559,-289,22470116,-5520003,-5528630.98144531,-0.73817304643012,-0.739047617829101,559,
0.56,-280,22464508,-5601769,-5609396.36230469,-0.662801891768368,-0.665841555502652,560,
0.561,-257,22458876,-5636837,-5636140.74707031,-0.602003265438043,-0.601315086188265,561,
0.562,-257,22453257,-5617666,-5617222.90039063,-0.632240198438467,-0.632340823440813,562,
0.563,-251,22447623,-5631200,-5634037.47558594,-0.667081658313236,-0.663719628406284,563,
0.564,-234,22441967,-5654536,-5658198.85253906,-0.650927718993216,-0.654687531012314,564,
0.565,-179,22436263,-5697148,-5702365.72265625,-0.613926448011398,-0.610071996381976,565,
0.566,-65,22430490,-5765885,-5773425.90332031,-0.501695770534184,-0.503852659361598,566,
0.567,78,22424679,-5812403,-5813403.3203125,-0.372422851144506,-0.370976815640176,567,
0.568,194,22418884,-5802902,-5798463.13476563,-0.304773521146728,-0.300432140272221,568,
0.569,248,22413141,-5747555,-5741951.90429688,-0.319231341200464,-0.321997542935719,569,
0.57,263,22407427,-5711736,-5711987.3046875,-0.365160493338692,-0.376245157697952,570,
0.571,290,22401691,-5732393,-5735667.72460938,-0.374578366852575,-0.365987744932511,571,
0.572,329,22395934,-5759099,-5758765.86914063,-0.309460118308152,-0.302798024905769,572,
0.573,319,22390215,-5726435,-5721059.5703125,-0.292519240769991,-0.304578714240506,573,
0.574,266,22384529,-5685713,-5682985.22949219,-0.381562192680235,-0.384108413654587,574,
0.575,191,22378855,-5673963,-5673157.95898438,-0.449148253563521,-0.449582405734247,575,
0.576,113,22373175,-5675905,-5678529.66308594,-0.494421688401644,-0.499723971153003,576,
0.577,72,22367447,-5722063,-5728560.79101563,-0.475568407696073,-0.496088408830644,577,
0.578,62,22361678,-5770367,-5772177.12402344,-0.447369887969217,-0.442852395736509,578,
0.579,2,22355949,-5737928,-5731600.34179688,-0.457521429712244,-0.47046667078564,579,
0.58,-115,22350267,-5684750,-5681082.15332031,-0.608487979987444,-0.610556038555615,580,
0.581,-245,22344589,-5670827,-5673510.13183594,-0.731518346747293,-0.738657440685643,581,
0.582,-312,22338837,-5740795,-5749972.53417969,-0.755188600535803,-0.759093822372847,582,
0.583,-309,22333005,-5827881,-5835344.84863281,-0.676597868297222,-0.677524477398606,583,
0.584,-296,22327153,-5855606,-5853766.47949219,-0.624795849506995,-0.622699765220887,584,
0.585,-304,22321312,-5838634,-5838425.90332031,-0.661295403804615,-0.664537585038374,585,
0.586,-289,22315439,-5868020,-5872214.35546875,-0.680733633351679,-0.683213627723717,586,
0.587,-238,22309519,-5916662,-5920692.13867188,-0.631453365844891,-0.630117989676592,587,
0.588,-157,22303559,-5955342,-5959317.62695313,-0.553823641107726,-0.557375795231849,588,
0.589,-44,22297557,-5997586,-6003229.37011719,-0.478989270485783,-0.473693606873837,589,
0.59,92,22291523,-6033293,-6035081.17675781,-0.376858554755643,-0.37073063998713,590,
0.591,196,22285510,-6021888,-6016609.49707031,-0.300214518459939,-0.304941464205228,591,
0.592,226,22279561,-5952141,-5947091.67480469,-0.347139921496137,-0.353045109265054,592,
0.593,237,22273621,-5934307,-5936345.21484375,-0.414643383969519,-0.408034701388885,593,
0.594,274,22267645,-5972171,-5977162.47558594,-0.367014767787111,-0.368731554259966,594,
0.595,315,22261656,-5993821,-5990983.88671875,-0.300472171982392,-0.295089209667395,595,
0.596,283,22255729,-5935173,-5927008.66699219,-0.326408002275798,-0.331761794606734,596,
0.597,208,22249835,-5890061,-5889614.86816406,-0.442030073289061,-0.449136388404042,597,
0.598,146,22243918,-5911534,-5916048.58398438,-0.498163825910183,-0.492546112999264,598,
0.599,102,22237973,-5941897,-5945166.62597656,-0.477380291485701,-0.476829881876995,599,
0.6,76,22232001,-5971690,-5973471.06933594,-0.465916963060579,-0.459337186402593,600,
0.601,32,22226036,-5969791,-5965843.50585938,-0.476716124220388,-0.472619510671393,601,
0.602,-49,22220098,-5939635,-5937117.91992188,-0.547192284453786,-0.55195207943882,602,
0.603,-172,22214192,-5906068,-5903394.16503906,-0.660052132257078,-0.667967496332494,603,
0.604,-261,22208243,-5937216,-5946152.34375,-0.744995759587823,-0.746449787350912,604,
0.605,-256,22202189,-6044822,-6055095.82519531,-0.677350971446344,-0.673332801741026,605,
0.606,-232,22196106,-6093386,-6088618.1640625,-0.57718290096841,-0.571113783874466,606,
0.607,-275,22190080,-6028659,-6024157.71484375,-0.63509170961413,-0.646211652578131,607,
0.608,-287,22184013,-6053940,-6062619.01855469,-0.725343886753762,-0.723386945228071,608,
0.609,-217,22177855,-6152118,-6160194.09179688,-0.634666605947814,-0.622564143279305,609,
0.61,-133,22171672,-6187040,-6186309.20410156,-0.497776430213605,-0.508252028122342,610,
0.611,-66,22165496,-6175753,-6176044.31152344,-0.496454573989638,-0.492807463381496,611,
